date,team_1,team_2,result_1,result_2,map_winner,
2016-10-13,nxl,Orange,16,10,1,
2016-10-13,New4,Endpoint,16,6,1,
2016-10-13,g3x,TeamOne,16,2,1,
2016-10-13,g3x,TeamOne,16,13,1,
2016-10-13,SK,TSM,5,16,2,
2016-10-13,Renegades,NRG,16,9,1,
2016-10-13,SK,Liquid,16,9,1,
2016-10-13,Immortals,Winterfox,16,1,1,
2016-10-13,Liquid,SK,16,9,1,
2016-10-13,Winterfox,Immortals,7,16,2,
2016-10-13,MVP.karnal,MiTH,16,13,1,
2016-10-13,g3x,BigGods,16,12,1,
2016-10-13,g3x,BigGods,16,1,1,
2016-10-13,TSM,SK,11,16,2,
2016-10-13,Natus Vincere,FaZe,15,19,2,
2016-10-13,MVP.karnal,MiTH,16,8,1,
2016-10-13,mousesports,Astralis,16,2,1,
2016-10-13,dream[S]cape,Rebellion,16,10,1,
2016-10-13,Heroic,Natus Vincere,7,16,2,
2016-10-13,dream[S]cape,Rebellion,13,16,2,
2016-10-13,Dignitas,Virtus.pro,16,5,1,
2016-10-13,Dignitas,Virtus.pro,16,12,1,
2016-10-13,BX3,Crowns,16,13,1,
2016-10-13,BX3,Crowns,3,16,2,
2016-10-13,BX3,Crowns,16,9,1,
2016-10-13,Virtus.pro,G2,12,16,2,
2016-10-13,HellRaisers,NiP,11,16,2,
2016-10-13,Envy,Dignitas,16,9,1,
2016-10-13,FlipSid3,FaZe,16,7,1,
2016-10-13,PENTA,fnatic,12,16,2,
2016-10-13,NiP,HellRaisers,19,16,1,
2016-10-13,Dignitas,Envy,12,16,2,
2016-10-13,Astralis,mousesports,16,10,1,
2016-10-13,PRIDE,Alpha,12,16,2,
2016-10-13,PRIDE,Alpha,12,16,2,
2016-10-13,Natus Vincere,Heroic,4,16,2,
2016-10-13,dream[S]cape,Rebellion,16,8,1,
2016-10-13,FaZe,FlipSid3,16,14,1,
2016-10-13,fnatic,PENTA,16,11,1,
2016-10-13,G2,Virtus.pro,16,19,2,
2016-10-12,MiTH,Signature,8,16,2,
2016-10-12,VG.CyberZen,FIVE,16,9,1,
2016-10-12,VG.CyberZen,FIVE,11,16,2,
2016-10-12,VG.CyberZen,FIVE,13,16,2,
2016-10-12,MVP Project,YETTI,16,6,1,
2016-10-12,MVP Project,YETTI,16,4,1,
2016-10-12,Exile5,Immunity,16,6,1,
2016-10-12,New4,FIVE,16,14,1,
2016-10-12,New4,FIVE,5,16,2,
2016-10-12,New4,FIVE,8,16,2,
2016-10-12,Immunity,Exile5,15,15,2,
2016-10-12,MiTH,Signature,4,16,2,
2016-10-12,NRG,Complexity,16,19,2,
2016-10-12,VG.CyberZen,BOOT,16,11,1,
2016-10-12,VG.CyberZen,BOOT,16,12,1,
2016-10-12,OpTic,SK,15,19,2,
2016-10-12,Renegades,Selfless,16,10,1,
2016-10-12,SK,OpTic,16,8,1,
2016-10-12,Selfless,Renegades,3,16,2,
2016-10-12,Echo Fox,CLG,16,12,1,
2016-10-12,Splyce,Liquid,6,16,2,
2016-10-12,CLG,Echo Fox,16,14,1,
2016-10-12,Liquid,Splyce,16,8,1,
2016-10-12,Complexity,NRG,16,19,2,
2016-10-12,4dimensioN,m0nster,7,16,2,
2016-10-12,4dimensioN,m0nster,2,16,2,
2016-10-12,Sabertooth,MiTH,16,5,1,
2016-10-12,4dimensioN,m0nster,16,5,1,
2016-10-12,Dignitas,Virtus.pro,8,16,2,
2016-10-12,FaZe,Gambit,16,7,1,
2016-10-12,Heroic,Envy,16,10,1,
2016-10-12,FlipSid3,fnatic,9,16,2,
2016-10-12,GODSENT,G2,10,16,2,
2016-10-12,iGame.com,Crowns,16,9,1,
2016-10-12,iGame.com,Crowns,16,14,1,
2016-10-12,fnatic,FlipSid3,16,2,1,
2016-10-12,G2,GODSENT,9,16,2,
2016-10-12,Envy,Natus Vincere,10,16,2,
2016-10-12,HellRaisers,FaZe,11,16,2,
2016-10-12,Alpha,XPC,16,14,1,
2016-10-12,Envy,Heroic,16,7,1,
2016-10-12,FaZe,HellRaisers,16,14,1,
2016-10-12,Sabertooth,MiTH,7,16,2,
2016-10-12,Natus Vincere,Envy,17,19,2,
2016-10-12,FaZe,Gambit,16,11,1,
2016-10-12,Signature,MVP.karnal,17,19,2,
2016-10-12,Signature,MVP.karnal,16,12,1,
2016-10-12,Sabertooth,MiTH,13,16,2,
2016-10-12,Signature,MVP.karnal,12,16,2,
2016-10-12,FaZe,Natus Vincere,25,23,1,
2016-10-12,Virtus.pro,Dignitas,16,5,1,
2016-10-12,Team123,PRIDE,8,16,2,
2016-10-12,Asterion,Dutch Prodigy,16,14,1,
2016-10-11,MVP Project,v0rtex 5,Cobblestone,16,2,1
2016-10-11,Chiefs,Parallax,16,11,1,
2016-10-11,AVANT,Legacy,16,8,1,
2016-10-11,New4,EDG,16,14,1,
2016-10-11,New4,EDG,16,12,1,
2016-10-11,Legacy,AVANT,7,16,2,
2016-10-11,g3x,BigGods,6,16,2,
2016-10-11,HG,VG.CyberZen,16,11,1,
2016-10-11,HG,VG.CyberZen,5,16,2,
2016-10-11,HG,VG.CyberZen,3,16,2,
2016-10-11,Parallax,Chiefs,16,9,1,
2016-10-11,g3x,BigGods,16,14,1,
2016-10-11,AllGamers,FIVE,4,16,2,
2016-10-11,m0nster,DeToNator,16,14,1,
2016-10-11,PENTA,NiP,7,16,2,
2016-10-11,AllGamers,FIVE,6,16,2,
2016-10-11,Epsilon Hype,ArchAngels,5,16,2,
2016-10-11,G2,Astralis,16,14,1,
2016-10-11,NiP,PENTA,16,5,1,
2016-10-11,Dignitas,FaZe,10,16,2,
2016-10-11,Astralis,G2,4,16,2,
2016-10-11,New4,MiTH,16,6,1,
2016-10-11,FaZe,Dignitas,16,14,1,
2016-10-11,Epsilon Hype,ArchAngels,2,16,2,
2016-10-11,mousesports,HellRaisers,16,12,1,
2016-10-11,Heroic,fnatic,12,16,2,
2016-10-11,fnatic,Heroic,16,14,1,
2016-10-11,HellRaisers,mousesports,8,16,2,
2016-10-11,New4,MiTH,16,11,1,
2016-10-10,Black Dragons,BigGods,8,16,2,
2016-10-10,SK,Immortals,16,12,1,
2016-10-10,INTZ,CNB,2,16,2,
2016-10-10,INTZ,CNB,9,16,2,
2016-10-10,Immortals,SK,9,16,2,
2016-10-10,Black Dragons,BigGods,2,16,2,
2016-10-10,g3x,RED Canids,16,8,1,
2016-10-10,g3x,RED Canids,16,10,1,
2016-10-10,FlipSid3,mousesports,4,16,2,
2016-10-10,mousesports,FlipSid3,16,9,1,
2016-10-09,MVP Project,Signature,16,10,1,
2016-10-09,TYLOO,ENCE,14,16,2,
2016-10-09,TYLOO,ENCE,11,16,2,
2016-10-09,Dignitas,Kinguin,17,19,2,
2016-10-09,Dignitas,Kinguin,16,10,1,
2016-10-09,Dignitas,Kinguin,16,13,1,
2016-10-09,MVP Project,Signature,13,16,2,
2016-10-09,Black Dragons,RED Canids,14,16,2,
2016-10-09,MVP Project,Signature,16,7,1,
2016-10-09,a-game raise,YETTI,12,16,2,
2016-10-09,Black Dragons,RED Canids,16,13,1,
2016-10-09,Immortals,Cloud9,8,16,2,
2016-10-09,CNB,BigGods,11,16,2,
2016-10-09,CNB,BigGods,12,16,2,
2016-10-09,a-game raise,YETTI,15,19,2,
2016-10-09,TYLOO,ENCE,22,20,1,
2016-10-09,VwS,Golden Children,16,4,1,
2016-10-09,Kinguin,Virtus.pro,11,16,2,
2016-10-09,Luminosity,OpTic,5,16,2,
2016-10-09,OpTic,Luminosity,16,5,1,
2016-10-09,Immortals,CLG,16,11,1,
2016-10-09,XPRESIV'E,VwS,5,16,2,
2016-10-09,NiP,fnatic,11,16,2,
2016-10-09,fnatic,NiP,16,7,1,
2016-10-09,Kinguin,Virtus.pro,2,16,2,
2016-10-09,CLG,Immortals,13,16,2,
2016-10-09,Golden Children,XPRESIV'E,14,16,2,
2016-10-09,BOOT,TheMongolz,8,16,2,
2016-10-09,BOOT,TheMongolz,19,17,1,
2016-10-09,BOOT,TheMongolz,8,16,2,
2016-10-09,mousesports,fnatic,16,8,1,
2016-10-09,fnatic,mousesports,13,16,2,
2016-10-08,MVP Project,nxl,14,16,2,
2016-10-08,Dignitas,GODSENT,16,3,1,
2016-10-08,DICKHOUSE,USSR,16,4,1,
2016-10-08,iNation,Signature,12,16,2,
2016-10-08,iNation,Signature,16,14,1,
2016-10-08,iNation,Signature,11,16,2,
2016-10-08,Astralis,GODSENT,16,5,1,
2016-10-08,Astralis,GODSENT,14,16,2,
2016-10-08,Astralis,GODSENT,14,16,2,
2016-10-08,MVP Project,nxl,16,13,1,
2016-10-08,ENCE,Signature,16,7,1,
2016-10-08,MVP Project,nxl,16,12,1,
2016-10-08,ENCE,5FRAGS,16,14,1,
2016-10-08,ENCE,5FRAGS,16,12,1,
2016-10-08,Athletico,TYLOO,4,16,2,
2016-10-08,Athletico,TYLOO,1,16,2,
2016-10-08,iNation,nxl,16,12,1,
2016-10-08,Athletico,DreamRAR,16,8,1,
2016-10-08,Liquid,Cloud9,14,16,2,
2016-10-08,Immortals,OpTic,19,15,1,
2016-10-08,OpTic,Immortals,16,11,1,
2016-10-08,Dignitas,GODSENT,16,10,1,
2016-10-08,Cloud9,Liquid,14,16,2,
2016-10-08,ENCE,Signature,16,5,1,
2016-10-08,Epsilon,Virtus.pro,14,16,2,
2016-10-08,Cloud9,Immortals,28,24,1,
2016-10-08,PRIDE,ATB,16,14,1,
2016-10-08,PRIDE,ATB,16,2,1,
2016-10-08,PRIDE,ATB,12,16,2,
2016-10-08,PRIDE,ATB,16,14,1,
2016-10-08,Envy,Virtus.pro,16,14,1,
2016-10-08,Envy,Virtus.pro,12,16,2,
2016-10-08,Envy,Virtus.pro,12,16,2,
2016-10-08,SK,CLG,16,11,1,
2016-10-08,CLG,SK,22,20,1,
2016-10-08,nxl,Born Of Fire,14,16,2,
2016-10-08,Epsilon,Virtus.pro,15,19,2,
2016-10-08,Golden Children,ATB,16,10,1,
2016-10-08,Golden Children,ATB,13,16,2,
2016-10-08,Denmark,Singapore,16,4,1,
2016-10-08,Denmark,Singapore,16,14,1,
2016-10-08,DICKHOUSE,ArchAngels,8,16,2,
2016-10-08,TYLOO,MVP Project,16,7,1,
2016-10-08,TYLOO,MVP Project,6,16,2,
2016-10-08,TYLOO,MVP Project,16,14,1,
2016-10-08,Golden Children,ATB,14,16,2,
2016-10-07,Mineski,Athletico,13,16,2,
2016-10-07,Astralis,Envy,14,16,2,
2016-10-07,Singapore,Turkey,1,16,2,
2016-10-07,ENCE,Mineski,16,5,1,
2016-10-07,Singapore,Denmark,7,16,2,
2016-10-07,nxl,Sabertooth,16,11,1,
2016-10-07,SK,NRG,16,1,1,
2016-10-07,Nexus,TYLOO,4,16,2,
2016-10-07,CLG,Liquid,11,16,2,
2016-10-07,Liquid,CLG,5,16,2,
2016-10-07,BOOT,VG.Potential,16,10,1,
2016-10-07,NRG,SK,14,16,2,
2016-10-07,Nexus,5FRAGS,13,16,2,
2016-10-07,ENCE,DreamRAR,16,3,1,
2016-10-07,5FRAGS,TYLOO,4,16,2,
2016-10-07,fruits,XPC,16,5,1,
2016-10-07,GODSENT,Kinguin,8,16,2,
2016-10-07,Alpha,ArchAngels,6,16,2,
2016-10-07,Alpha,ArchAngels,9,16,2,
2016-10-07,Virtus.pro,Guerilla Method,16,13,1,
2016-10-07,Virtus.pro,Bpro,16,9,1,
2016-10-07,fruits,XPC,16,11,1,
2016-10-07,iNation,Sabertooth,16,10,1,
2016-10-07,VenatoreS,ArchAngels,11,16,2,
2016-10-07,Epsilon,EYESports,16,6,1,
2016-10-07,Dignitas,EYESports,16,10,1,
2016-10-07,ENCE,Athletico,16,9,1,
2016-10-07,VenatoreS,ArchAngels,12,16,2,
2016-10-07,Mineski,DreamRAR,16,3,1,
2016-10-06,Signature,MVP Project,7,16,2,
2016-10-06,NRG,Splyce,16,4,1,
2016-10-06,Liquid,Immortals,16,12,1,
2016-10-06,Splyce,NRG,8,16,2,
2016-10-06,Immortals,Liquid,16,12,1,
2016-10-06,Winterfox,Splyce,16,13,1,
2016-10-06,Renegades,CLG,16,2,1,
2016-10-06,Splyce,Winterfox,7,16,2,
2016-10-06,Envy,ALTERNATE aTTaX,16,5,1,
2016-10-06,CLG,Renegades,16,9,1,
2016-10-06,Denmark,Turkey,12,16,2,
2016-10-06,XPC,VenatoreS,16,9,1,
2016-10-06,Bpro,Guerilla Method,16,4,1,
2016-10-06,XPC,VenatoreS,16,5,1,
2016-10-06,XPC,VenatoreS,11,16,2,
2016-10-06,Astralis,ALTERNATE aTTaX,16,12,1,
2016-10-06,Dignitas,Epsilon,16,9,1,
2016-10-06,Tricked,GODSENT Academy,16,5,1,
2016-10-06,Tricked,GODSENT Academy,16,14,1,
2016-10-05,FlipSid3,NiP,7,16,2,
2016-10-05,Splyce,eUnited,16,3,1,
2016-10-05,OpTic,CLG,16,9,1,
2016-10-05,CLG,OpTic,5,16,2,
2016-10-05,VG.CyberZen,BOOT,16,5,1,
2016-10-05,VG.CyberZen,VG.Potential,16,11,1,
2016-10-05,NiP,FlipSid3,16,1,1,
2016-10-05,Envy,fnatic,16,14,1,
2016-10-05,XPC,Epiphany Bolt,16,10,1,
2016-10-05,eUnited,Splyce,14,16,2,
2016-10-05,Alpha,iNETKOXTV,16,8,1,
2016-10-05,fnatic,Envy,16,8,1,
2016-10-05,HellRaisers,Tengri,11,16,2,
2016-10-05,Dignitas,Natus Vincere,16,4,1,
2016-10-05,mousesports,Heroic,16,4,1,
2016-10-05,HellRaisers,Tengri,16,9,1,
2016-10-05,Alpha,iNETKOXTV,16,14,1,
2016-10-05,HellRaisers,Tengri,16,1,1,
2016-10-05,Venko,Dutch Prodigy,16,10,1,
2016-10-05,Natus Vincere,Dignitas,8,16,2,
2016-10-05,Heroic,mousesports,14,16,2,
2016-10-04,Heroic,FlipSid3,7,16,2,
2016-10-04,CNB,Dai Dai,16,12,1,
2016-10-04,CNB,Dai Dai,16,12,1,
2016-10-04,Zeta Strike,Force of Nature,14,16,2,
2016-10-04,Zeta Strike,Force of Nature,5,16,2,
2016-10-04,Zeta Strike,Force of Nature,19,16,1,
2016-10-04,Immunity,Chiefs,13,16,2,
2016-10-04,Chiefs,Immunity,15,15,2,
2016-10-04,k1ck,Preparation,8,16,2,
2016-10-04,Envy,HellRaisers,16,9,1,
2016-10-04,k1ck,Preparation,6,16,2,
2016-10-04,HellRaisers,Envy,10,16,2,
2016-10-04,FlipSid3,Heroic,9,16,2,
2016-10-04,Spirit,Tengri,17,19,2,
2016-10-04,Spirit,Tengri,2,16,2,
2016-10-04,fnatic Academy,GODSENT Academy,16,5,1,
2016-10-04,fnatic Academy,GODSENT Academy,16,10,1,
2016-10-04,Virtus.pro,mousesports,8,16,2,
2016-10-04,NiP,fnatic,14,16,2,
2016-10-04,fnatic,NiP,16,9,1,
2016-10-04,mousesports,Virtus.pro,25,28,2,
2016-10-03,Natus Vincere,Virtus.pro,3,16,2,
2016-10-03,VG.CyberZen,5POWER,16,8,1,
2016-10-03,FIVE,Born Of Fire,28,25,1,
2016-10-03,FIVE,Born Of Fire,16,4,1,
2016-10-03,TYLOO,LGD,16,5,1,
2016-10-03,TYLOO,LGD,16,13,1,
2016-10-03,New4,5POWER,14,16,2,
2016-10-03,Natus Vincere,Virtus.pro,16,8,1,
2016-10-03,Natus Vincere,Virtus.pro,19,17,1,
2016-10-03,New4,5POWER,12,16,2,
2016-10-03,TYLOO,FIVE,16,7,1,
2016-10-03,VG.CyberZen,AllGamers,16,8,1,
2016-10-03,VG.CyberZen,AllGamers,16,6,1,
2016-10-03,VG.CyberZen,5POWER,16,12,1,
2016-10-03,Red Instinct,Epiphany Bolt,19,17,1,
2016-10-03,TYLOO,FIVE,19,15,1,
2016-10-03,fnatic Academy,Preparation,8,16,2,
2016-10-03,5POWER,FIVE,11,16,2,
2016-10-03,iNETKOXTV,Epiphany Bolt,16,2,1,
2016-10-03,iNETKOXTV,Epiphany Bolt,16,8,1,
2016-10-03,Dignitas,Tricked,16,3,1,
2016-10-03,Dignitas,Tricked,16,13,1,
2016-10-03,Dignitas,Tricked,16,4,1,
2016-10-03,fnatic Academy,Preparation,19,15,1,
2016-10-03,fnatic Academy,Preparation,16,7,1,
2016-10-03,Red Instinct,Epiphany Bolt,19,16,1,
2016-10-03,VG.CyberZen,TYLOO,17,19,2,
2016-10-03,VG.CyberZen,TYLOO,5,16,2,
2016-10-03,5POWER,FIVE,10,16,2,
2016-10-02,FIVE,EHOME,16,5,1,
2016-10-02,iNation,Project Lunacy,1,16,2,
2016-10-02,iNation,Project Lunacy,10,16,2,
2016-10-02,Tengri,Gambit,10,16,2,
2016-10-02,Tengri,Gambit,12,16,2,
2016-10-02,EMC,ENZO,16,14,1,
2016-10-02,EMC,ENZO,5,16,2,
2016-10-02,5POWER,EHOME,10,16,2,
2016-10-02,5POWER,EHOME,16,4,1,
2016-10-02,FlipSid3,Gambit,9,16,2,
2016-10-02,FIVE,EHOME,16,14,1,
2016-10-02,TYLOO,AllGamers,9,16,2,
2016-10-02,TYLOO,AllGamers,16,9,1,
2016-10-02,5POWER,FIVE,7,16,2,
2016-10-02,5POWER,FIVE,6,16,2,
2016-10-02,OpTic,Virtus.pro,14,16,2,
2016-10-02,SK,Virtus.pro,16,8,1,
2016-10-02,Nocturns,Furious,16,5,1,
2016-10-02,dream[S]cape,MiTH,14,16,2,
2016-10-02,fnatic,Liquid,12,16,2,
2016-10-02,FlipSid3,Gambit,22,20,1,
2016-10-02,Project Lunacy,Guerilla Method,10,16,2,
2016-10-02,FlipSid3,Gambit,15,19,2,
2016-10-02,INTZ,BigGods,4,16,2,
2016-10-02,INTZ,BigGods,12,16,2,
2016-10-02,INTZ,BigGods,16,7,1,
2016-10-02,INTZ,BigGods,9,16,2,
2016-10-02,SK,Virtus.pro,19,16,1,
2016-10-02,SK,Virtus.pro,21,25,2,
2016-10-02,SK,Virtus.pro,7,16,2,
2016-10-02,INTZ,BigGods,22,19,1,
2016-10-02,Project Lunacy,Guerilla Method,15,19,2,
2016-10-02,g3x,Remo Brave,16,8,1,
2016-10-02,Natus Vincere,Liquid,7,16,2,
2016-10-02,Natus Vincere,Liquid,16,13,1,
2016-10-02,Natus Vincere,Liquid,16,10,1,
2016-10-02,Guerilla Method,GamePub,12,16,2,
2016-10-02,Guerilla Method,GamePub,16,5,1,
2016-10-02,Guerilla Method,GamePub,16,6,1,
2016-10-02,g3x,Remo Brave,16,6,1,
2016-10-01,New4,Born Of Fire,16,6,1,
2016-10-01,FlipSid3,Tengri,25,22,1,
2016-10-01,FlipSid3,Tengri,16,10,1,
2016-10-01,VG.CyberZen,LGD,16,4,1,
2016-10-01,VG.CyberZen,LGD,16,10,1,
2016-10-01,New4,Born Of Fire,7,16,2,
2016-10-01,SK,Astralis,16,13,1,
2016-10-01,Athletico,AVANT,16,6,1,
2016-10-01,Athletico,AVANT,16,4,1,
2016-10-01,Liquid,Virtus.pro,8,16,2,
2016-10-01,Virtus.pro,Natus Vincere,9,16,2,
2016-10-01,VenatoreS,ATB,9,16,2,
2016-10-01,FlipSid3,Tengri,6,16,2,
2016-10-01,MVP.karnal,m0nster,16,6,1,
2016-10-01,VenatoreS,ATB,11,16,2,
2016-10-01,Natus Vincere,SK,16,6,1,
2016-10-01,Spirit,Gambit,8,16,2,
2016-10-01,Remo Brave,INTZ,4,16,2,
2016-10-01,Astralis,OpTic,12,16,2,
2016-10-01,g3x,BigGods,17,19,2,
2016-10-01,g3x,BigGods,12,16,2,
2016-10-01,Remo Brave,INTZ,6,16,2,
2016-10-01,Kinguin,ATB,22,18,1,
2016-10-01,Kinguin,ATB,19,16,1,
2016-10-01,Astralis,fnatic,9,16,2,
2016-10-01,fnatic,Liquid,14,16,2,
2016-10-01,OpTic,G2,16,7,1,
2016-10-01,Spirit,Gambit,10,16,2,
2016-09-30,CNB,Remo Brave,5,16,2,
2016-09-30,Legacy,AVANT,1,16,2,
2016-09-30,Legacy,Athletico,10,16,2,
2016-09-30,AVANT,Athletico,16,13,1,
2016-09-30,FlipSid3,Spirit,16,7,1,
2016-09-30,FlipSid3,Spirit,16,7,1,
2016-09-30,Gambit,Tengri,13,16,2,
2016-09-30,Gambit,Tengri,16,3,1,
2016-09-30,Gambit,Tengri,14,16,2,
2016-09-30,Virtus.pro,fnatic,16,6,1,
2016-09-30,SK,OpTic,16,10,1,
2016-09-30,G2,Astralis,13,16,2,
2016-09-30,fnatic,OpTic,16,3,1,
2016-09-30,BigGods,TeamOne,16,10,1,
2016-09-30,G2,Liquid,7,16,2,
2016-09-30,TeamOne,Remo Brave,5,16,2,
2016-09-30,CNB,BigGods,16,14,1,
2016-09-30,CNB,TeamOne,12,16,2,
2016-09-30,Natus Vincere,Liquid,16,9,1,
2016-09-30,BigGods,Remo Brave,7,16,2,
2016-09-29,Kinguin,ArchAngels,9,16,2,
2016-09-29,TheMongolz,EMC,16,0,1,
2016-09-29,Signature,Mineski,16,12,1,
2016-09-29,GODSENT,FlipSid3,16,13,1,
2016-09-29,GODSENT,FlipSid3,16,9,1,
2016-09-29,Epiphany Bolt,5FRAGS,16,11,1,
2016-09-29,Epiphany Bolt,5FRAGS,16,13,1,
2016-09-29,Kinguin,ArchAngels,16,10,1,
2016-09-29,g3x,Operation Kino,16,5,1,
2016-09-29,Kinguin,ArchAngels,16,13,1,
2016-09-29,INTZ,Black Dragons,16,6,1,
2016-09-29,Epsilon,HellRaisers,16,13,1,
2016-09-29,Epsilon,HellRaisers,16,10,1,
2016-09-29,g3x,Black Dragons,16,11,1,
2016-09-29,INTZ,Operation Kino,9,16,2,
2016-09-29,g3x,INTZ,16,9,1,
2016-09-29,Black Dragons,Operation Kino,16,13,1,
2016-09-28,Cloud9,OpTic,6,16,2,
2016-09-28,Cloud9,Selfless,16,12,1,
2016-09-28,Complexity,Winterfox,1,16,2,
2016-09-28,Selfless,SK,7,16,2,
2016-09-28,Cloud9,OpTic,14,16,2,
2016-09-28,Cloud9,OpTic,16,13,1,
2016-09-28,Echo Fox,Immortals,9,16,2,
2016-09-28,CLG,eUnited,16,10,1,
2016-09-28,Echo Fox,Immortals,11,16,2,
2016-09-28,Echo Fox,Immortals,7,16,2,
2016-09-28,Selfless,Cloud9,12,16,2,
2016-09-28,SK,Selfless,16,9,1,
2016-09-28,Winterfox,Complexity,14,16,2,
2016-09-28,eUnited,CLG,14,16,2,
2016-09-28,Signature,EMC,16,6,1,
2016-09-28,Shadows,rUNITED,16,5,1,
2016-09-28,dream[S]cape,Born Of Fire,16,2,1,
2016-09-28,ALTERNATE aTTaX,EURONICS,16,13,1,
2016-09-28,ALTERNATE aTTaX,EURONICS,16,13,1,
2016-09-28,Epsilon,ArchAngels,5,16,2,
2016-09-28,Red Instinct,Refuse,14,16,2,
2016-09-28,Shadows,rUNITED,19,15,1,
2016-09-28,Epsilon,ArchAngels,13,16,2,
2016-09-28,LDLC,Kinguin,16,11,1,
2016-09-28,LDLC,Kinguin,11,16,2,
2016-09-28,LDLC,Kinguin,7,16,2,
2016-09-28,5FRAGS,Preparation.Yellow,16,4,1,
2016-09-28,nxl,MiTH,16,3,1,
2016-09-27,OpTic,Winterfox,16,8,1,
2016-09-27,Sabertooth,Vikings.Vortex,17,19,2,
2016-09-27,Rebellion,TheMongolz,16,7,1,
2016-09-27,Rebellion,TheMongolz,16,4,1,
2016-09-27,CLG,Selfless,17,19,2,
2016-09-27,CLG,Selfless,10,16,2,
2016-09-27,Winterfox,OpTic,6,16,2,
2016-09-27,Liquid,Complexity,16,7,1,
2016-09-27,g3x,CNB,16,14,1,
2016-09-27,Complexity,Liquid,11,16,2,
2016-09-27,Complexity,CLG,16,8,1,
2016-09-27,eUnited,SK,3,16,2,
2016-09-27,CLG,Complexity,16,9,1,
2016-09-27,SK,eUnited,16,8,1,
2016-09-27,g3x,CNB,16,13,1,
2016-09-27,TYLOO,New4,16,9,1,
2016-09-27,Sabertooth,Vikings.Vortex,22,25,2,
2016-09-27,PuddiPuddi,Shadows,9,16,2,
2016-09-27,Rebellion,Vikings.Vortex,11,16,2,
2016-09-27,EYESports,PuddiPuddi,16,14,1,
2016-09-27,Dignitas,Heroic,16,12,1,
2016-09-27,FlipSid3,HellRaisers,13,16,2,
2016-09-27,FlipSid3,HellRaisers,9,16,2,
2016-09-27,Rebellion,Vikings.Vortex,14,16,2,
2016-09-27,ArchAngels,iNETKOXTV,16,10,1,
2016-09-27,Astralis,Virtus.pro,14,16,2,
2016-09-27,Heroic,Dignitas,3,16,2,
2016-09-27,Virtus.pro,Astralis,16,14,1,
2016-09-27,Epsilon,Rogue,16,3,1,
2016-09-27,Tricked,Kinguin,5,16,2,
2016-09-27,Dignitas,GODSENT,16,3,1,
2016-09-27,Dignitas,GODSENT,16,11,1,
2016-09-27,LDLC,DarkPassage,16,14,1,
2016-09-27,Rebellion,Vikings.Vortex,25,23,1,
2016-09-26,Gambit,Preparation,16,12,1,
2016-09-26,Cloud9,Winterfox,16,11,1,
2016-09-26,Winterfox,Cloud9,7,16,2,
2016-09-26,NRG,Complexity,16,10,1,
2016-09-26,Splyce,Echo Fox,10,16,2,
2016-09-26,Echo Fox,Splyce,16,6,1,
2016-09-26,Cloud9,TSM,16,9,1,
2016-09-26,Cloud9,TSM,16,6,1,
2016-09-26,FlipSid3,Virtus.pro,16,5,1,
2016-09-26,Complexity,NRG,4,16,2,
2016-09-26,Gambit,Preparation,16,6,1,
2016-09-26,Astralis,Dignitas,16,6,1,
2016-09-26,HellRaisers,Natus Vincere,16,7,1,
2016-09-26,PENTA,Envy,10,16,2,
2016-09-26,Dignitas,Astralis,10,16,2,
2016-09-26,Envy,PENTA,16,5,1,
2016-09-26,Natus Vincere,HellRaisers,5,16,2,
2016-09-26,Virtus.pro,FlipSid3,16,5,1,
2016-09-26,EYESports,Shadows,16,8,1,
2016-09-25,Echo Fox,Winterfox,8,16,2,
2016-09-25,Born Of Fire,5POWER,16,10,1,
2016-09-25,Born Of Fire,5POWER,11,16,2,
2016-09-25,BOOT,5POWER,16,14,1,
2016-09-25,BOOT,5POWER,11,16,2,
2016-09-25,BOOT,5POWER,10,16,2,
2016-09-25,TheMongolz,Renegades,0,16,2,
2016-09-25,TheMongolz,Renegades,12,16,2,
2016-09-25,NRG,Cloud9,10,16,2,
2016-09-25,Winterfox,Echo Fox,11,16,2,
2016-09-25,Splyce,SK,6,16,2,
2016-09-25,SK,Splyce,16,10,1,
2016-09-25,Renegades,VG.CyberZen,12,16,2,
2016-09-25,Black Dragons,g3x,3,16,2,
2016-09-25,Black Dragons,g3x,10,16,2,
2016-09-25,Cloud9,NRG,16,5,1,
2016-09-25,Renegades,VG.CyberZen,11,16,2,
2016-09-25,Born Of Fire,5POWER,12,16,2,
2016-09-25,Renegades,VG.CyberZen,16,13,1,
2016-09-25,FlipSid3,HellRaisers,7,16,2,
2016-09-25,FaZe,Dignitas,19,17,1,
2016-09-25,TYLOO,5POWER,16,12,1,
2016-09-25,FlipSid3,Spirit,16,1,1,
2016-09-25,FlipSid3,Spirit,16,5,1,
2016-09-25,Natus Vincere,fnatic,6,16,2,
2016-09-25,fnatic,Natus Vincere,16,3,1,
2016-09-25,HellRaisers,FlipSid3,16,3,1,
2016-09-25,Dignitas,FaZe,4,16,2,
2016-09-25,passions,Heroic,16,13,1,
2016-09-25,Envy,mousesports,19,17,1,
2016-09-25,Envy,mousesports,16,12,1,
2016-09-25,Envy,mousesports,16,14,1,
2016-09-25,TYLOO,5POWER,16,11,1,
2016-09-25,TYLOO,5POWER,12,16,2,
2016-09-25,passions,Heroic,5,16,2,
2016-09-24,TYLOO,BOOT,16,5,1,
2016-09-24,AllGamers,dream[S]cape,14,16,2,
