date,team_1,team_2,result_1,result_2,map_winner,
2017-10-11,SYF,Tainted Minds,16,14,1,
2017-10-11,Masterminds,Athletico,6,16,2,
2017-10-11,Naventic,Nitrious,13,16,2,
2017-10-11,CLG Academy,Muffin Lightning,13,16,2,
2017-10-11,Iceberg,Adaptation,16,10,1,
2017-10-11,HellRaisers,mousesports,14,16,2,
2017-10-11,Mostly Harmless,LFAO,13,16,2,
2017-10-11,GX,Torqued,19,22,2,
2017-10-11,Gorilla Core,Iceberg,12,16,2,
2017-10-11,Virtus.pro,AGO,12,16,2,
2017-10-11,Not Academy,Gambit,4,16,2,
2017-10-11,HellRaisers,mousesports,7,16,2,
2017-10-11,aAa,MK,10,16,2,
2017-10-11,KlikTech,Zonic,12,16,2,
2017-10-11,Seed,Epsilon,16,19,2,
2017-10-11,KlikTech,Zonic,19,17,1,
2017-10-11,Liquid,Cloud9,16,14,1,
2017-10-11,Liquid,Cloud9,16,6,1,
2017-10-11,Heroic,North,7,16,2,
2017-10-11,Heroic,North,7,16,2,
2017-10-11,Tricked,Singularity,8,16,2,
2017-10-11,Tricked,Singularity,16,13,1,
2017-10-11,Tricked,Singularity,16,3,1,
2017-10-11,HAVU,Space Soldiers,16,8,1,
2017-10-11,HAVU,Space Soldiers,5,16,2,
2017-10-11,HAVU,Space Soldiers,2,16,2,
2017-10-11,CHAOS,1337HUANIA,16,13,1,
2017-10-11,KlikTech,Zonic,16,13,1,
2017-10-11,FaZe,Envy,16,12,1,
2017-10-11,FlipSid3,Space Soldiers,16,10,1,
2017-10-11,FaZe,Envy,16,3,1,
2017-10-11,ALTERNATE aTTaX,Spirit,12,16,2,
2017-10-11,eXtatus,1337HUANIA,16,12,1,
2017-10-11,PRIDE,Japaleno,16,9,1,
2017-10-11,Endpoint,Crowns,12,16,2,
2017-10-11,CHAOS,Gambit,6,16,2,
2017-10-11,Seed,Not Academy,6,16,2,
2017-10-11,RESISTANCE,Locastic,6,16,2,
2017-10-11,BIG,NiP,5,16,2,
2017-10-11,BIG,NiP,0,16,2,
2017-10-11,RESISTANCE,Locastic,15,19,2,
2017-10-11,AGO,EnVyUs Academy,16,13,1,
2017-10-10,Natus Vincere,Vega Squadron,25,22,1,
2017-10-10,BIG,PRIDE,16,14,1,
2017-10-10,LDLC,Dignitas,13,16,2,
2017-10-10,LDLC,Dignitas,10,16,2,
2017-10-10,Natus Vincere,Vega Squadron,16,12,1,
2017-10-10,Kinguin,eXtatus,11,16,2,
2017-10-10,Quantum Bellator Fire,Space Jam,16,7,1,
2017-10-10,Quantum Bellator Fire,Space Jam,16,9,1,
2017-10-10,Tricked,passions,16,14,1,
2017-10-10,Tricked,passions,8,16,2,
2017-10-10,Tricked,passions,16,8,1,
2017-10-10,UYA,Aerowolf,6,16,2,
2017-10-10,AVANGAR,DreamEaters,16,6,1,
2017-10-10,Tainted Minds,Kings,11,16,2,
2017-10-10,UYA,Aerowolf,16,5,1,
2017-10-10,UYA,Aerowolf,19,15,1,
2017-10-10,NASR,5POWER,16,9,1,
2017-10-10,MVP PK,Recca,16,3,1,
2017-10-10,Recca,MVP PK,9,16,2,
2017-10-10,5POWER,NASR,16,9,1,
2017-10-10,Legacy,Athletico,15,19,2,
2017-10-10,Grayhound,Chiefs,16,14,1,
2017-10-10,New4,LGD,16,13,1,
2017-10-10,New4,LGD,16,12,1,
2017-10-10,Kings,Tainted Minds,9,16,2,
2017-10-10,Athletico,Legacy,4,16,2,
2017-10-10,Chiefs,Grayhound,5,16,2,
2017-10-10,BIG,PRIDE,16,3,1,
2017-10-10,AVANGAR,DreamEaters,16,2,1,
2017-10-10,BIG,PRIDE,3,16,2,
2017-10-10,Singularity,BX3,16,9,1,
2017-10-10,Singularity,eXtatus,13,16,2,
2017-10-10,Astralis,fnatic,16,5,1,
2017-10-10,Astralis,fnatic,16,12,1,
2017-10-10,LDLC,ex-Outlaws,10,16,2,
2017-10-10,LDLC,ex-Outlaws,16,2,1,
2017-10-10,Epsilon,VITALIS,16,13,1,
2017-10-10,Squared,proWince,16,7,1,
2017-10-10,Squared,proWince,16,7,1,
2017-10-10,G2,Cloud9,12,16,2,
2017-10-10,G2,Cloud9,8,16,2,
2017-10-10,Kinguin,1337HUANIA,12,16,2,
2017-10-10,Endpoint,aAa,9,16,2,
2017-10-10,Singularity,BX3,16,9,1,
2017-10-10,LDLC,ex-Outlaws,16,10,1,
2017-10-10,Epsilon,PRIDE,7,16,2,
2017-10-10,Quantum Bellator Fire,Nemiga,16,6,1,
2017-10-10,ALTERNATE aTTaX,VITALIS,12,16,2,
2017-10-10,VITALIS,EURONICS,11,16,2,
2017-10-10,VITALIS,EURONICS,14,16,2,
2017-10-10,Vega Squadron,AGO,16,8,1,
2017-10-10,Vega Squadron,AGO,16,7,1,
2017-10-10,VITALIS,EURONICS,16,12,1,
2017-10-10,Quantum Bellator Fire,Nemiga,16,4,1,
2017-10-10,Gambit,1337HUANIA,11,16,2,
2017-10-10,iGame.com,eXtatus,12,16,2,
2017-10-10,NiP,Binary Dragons,16,6,1,
2017-10-10,NiP,Binary Dragons,16,4,1,
2017-10-09,Recca,TheMongolz,16,11,1,
2017-10-09,Ghost,Renegades,16,14,1,
2017-10-09,ViCi,LGD,16,5,1,
2017-10-09,Tainted Minds,Dark Sided,16,12,1,
2017-10-09,TheMongolz,Recca,9,16,2,
2017-10-09,ViCi,WG,16,8,1,
2017-10-09,Grayhound,Funkd,16,2,1,
2017-10-09,AVANT,Dark Sided,11,16,2,
2017-10-09,Chiefs,Funkd,16,10,1,
2017-10-09,Dark Sided,AVANT,16,7,1,
2017-10-09,CLG,NRG,16,14,1,
2017-10-09,TeamOne,Hafnet,16,5,1,
2017-10-09,NRG,CLG,25,23,1,
2017-10-09,Isurus,INTZ,16,4,1,
2017-10-09,Isurus,INTZ,6,16,2,
2017-10-09,Isurus,INTZ,16,7,1,
2017-10-09,TeamOne,Hafnet,8,16,2,
2017-10-09,TeamOne,Hafnet,16,3,1,
2017-10-09,Renegades,Ghost,14,16,2,
2017-10-09,NRG,OpTic,11,16,2,
2017-10-09,Luminosity,Splyce,16,4,1,
2017-10-09,OpTic,NRG,22,20,1,
2017-10-09,5POWER,Recca,9,16,2,
2017-10-09,Nemiga,Quantum Bellator Fire,16,10,1,
2017-10-09,Splyce,Luminosity,6,16,2,
2017-10-09,Recca,5POWER,16,13,1,
2017-10-09,LDLC,AGO,19,22,2,
2017-10-09,Space Soldiers,AGO,16,7,1,
2017-10-09,Dignitas,HAVU,12,16,2,
2017-10-09,Dignitas,Vega Squadron,1,16,2,
2017-10-09,Dignitas,HAVU,16,14,1,
2017-10-09,Space Soldiers,AGO,16,14,1,
2017-10-09,Dignitas,HAVU,14,16,2,
2017-10-09,mousesports,North Academy,16,9,1,
2017-10-09,EURONICS,1337HUANIA,14,16,2,
2017-10-09,EURONICS,1337HUANIA,16,11,1,
2017-10-09,EURONICS,1337HUANIA,16,6,1,
2017-10-09,LDLC,AGO,9,16,2,
2017-10-09,mousesports,North Academy,16,13,1,
2017-10-09,ex-Outlaws,KlikTech,16,3,1,
2017-10-09,Binary Dragons,Squared,16,8,1,
2017-10-09,Dignitas,Vega Squadron,16,11,1,
2017-10-09,ex-Outlaws,KlikTech,16,14,1,
2017-10-09,HellRaisers,EnVyUs Academy,16,9,1,
2017-10-09,HellRaisers,EnVyUs Academy,16,8,1,
2017-10-09,Dignitas,Vega Squadron,0,16,2,
2017-10-09,Binary Dragons,Squared,16,2,1,
2017-10-09,iGame.com,Reason,16,6,1,
2017-10-09,iGame.com,Reason,16,3,1,
2017-10-09,iGame.com,Reason,11,16,2,
2017-10-08,Seed,BX3,16,14,1,
2017-10-08,SIN,Grayhound,10,16,2,
2017-10-08,Heroic,FaZe,4,16,2,
2017-10-08,FaZe,NiP,19,15,1,
2017-10-08,FaZe,NiP,16,6,1,
2017-10-08,NiP,HellRaisers,16,8,1,
2017-10-08,NiP,HellRaisers,16,19,2,
2017-10-08,NiP,HellRaisers,16,13,1,
2017-10-08,Tainted Minds,Chiefs,13,16,2,
2017-10-08,Chiefs,Tainted Minds,4,16,2,
2017-10-08,Control,Kings,11,16,2,
2017-10-08,Luminosity,Cloud9,2,16,2,
2017-10-08,BOOT-d[S],Quadruno,16,5,1,
2017-10-08,Grayhound,SIN,16,8,1,
2017-10-08,LGD,Aerowolf,11,16,2,
2017-10-08,BOOT-d[S],Quadruno,16,3,1,
2017-10-08,BOOT-d[S],Quadruno,16,13,1,
2017-10-08,Renegades,SK,13,16,2,
2017-10-08,SK,Renegades,16,7,1,
2017-10-08,Cloud9,Luminosity,11,16,2,
2017-10-08,Ghost,SK,4,16,2,
2017-10-08,SK,Ghost,3,16,2,
2017-10-08,Seed,BX3,16,11,1,
2017-10-08,Seed,BX3,4,16,2,
2017-10-08,EnVyUs Academy,Fragsters,16,10,1,
2017-10-08,TeamOne,Isurus,13,16,2,
2017-10-08,EnVyUs Academy,Fragsters,16,13,1,
2017-10-08,Hafnet,INTZ,18,22,2,
2017-10-08,Hafnet,INTZ,10,16,2,
2017-10-08,Spirit,Quantum Bellator Fire,3,16,2,
2017-10-08,Spirit,Quantum Bellator Fire,16,8,1,
2017-10-08,Spirit,Quantum Bellator Fire,11,16,2,
2017-10-08,EnVyUs Academy,ARES,17,19,2,
2017-10-08,EnVyUs Academy,ARES,10,16,2,
2017-10-08,TeamOne,Isurus,9,16,2,
2017-10-08,TeamOne,Isurus,16,13,1,
2017-10-08,mousesports,Envy,16,10,1,
2017-10-08,Heroic,NiP,4,16,2,
2017-10-08,eXtatus,Binary Dragons,11,16,2,
2017-10-08,VITALIS,eSuba,16,12,1,
2017-10-08,Japaleno,Virtus.pro,16,11,1,
2017-10-08,FaZe,Heroic,12,16,2,
2017-10-08,eXtatus,Binary Dragons,1,16,2,
2017-10-08,EnVyUs Academy,Fragsters,5,16,2,
2017-10-08,NiP,Heroic,16,14,1,
2017-10-08,Envy,mousesports,16,11,1,
2017-10-08,VITALIS,eSuba,16,14,1,
2017-10-07,CLG,Ghost,16,4,1,
2017-10-07,Infused,Endpoint,12,16,2,
2017-10-07,Bravado,Energy,2,16,2,
2017-10-07,Bravado,Energy,8,16,2,
2017-10-07,Bravado,Energy,10,16,2,
2017-10-07,PRIDE,VenatoreS,19,17,1,
2017-10-07,PRIDE,VenatoreS,16,13,1,
2017-10-07,AGO,North Academy,16,4,1,
2017-10-07,AGO,North Academy,16,10,1,
2017-10-07,Aerowolf,WG,16,9,1,
2017-10-07,Singularity,Tricked,2,16,2,
2017-10-07,Singularity,Tricked,10,16,2,
2017-10-07,OpTic,Cloud9,14,16,2,
2017-10-07,Ghost,CLG,21,25,2,
2017-10-07,OpTic,Liquid,16,13,1,
2017-10-07,Liquid,OpTic,6,16,2,
2017-10-07,Luminosity,NRG,12,16,2,
2017-10-07,SK,Misfits,16,6,1,
2017-10-07,mousesports,Natus Vincere,16,12,1,
2017-10-07,NRG,Luminosity,6,16,2,
2017-10-07,BootKamp,Merciless,16,12,1,
2017-10-07,BootKamp,Merciless,16,7,1,
2017-10-07,Misfits,SK,16,12,1,
2017-10-07,Cloud9,OpTic,16,11,1,
2017-10-07,Envy,Virtus.pro,14,16,2,
2017-10-07,Slovakia,GameAgents,9,16,2,
2017-10-07,Method,Prophecy,16,9,1,
2017-10-07,AVANGAR,Spirit,13,16,2,
2017-10-07,Tricked,AGO,16,11,1,
2017-10-07,Epsilon,exceL,16,12,1,
2017-10-07,OpTic,Cloud9,12,16,2,
2017-10-07,OpTic,Cloud9,6,16,2,
2017-10-07,Astralis,fnatic,8,16,2,
2017-10-07,Heroic,GODSENT,16,6,1,
2017-10-07,Slovakia,GameAgents,13,16,2,
2017-10-07,Merciless,Isurus,16,13,1,
2017-10-07,Merciless,Isurus,11,16,2,
2017-10-07,AVANGAR,Spirit,19,17,1,
2017-10-07,Merciless,Isurus,14,16,2,
2017-10-07,AVANGAR,Spirit,7,16,2,
2017-10-07,Tricked,AGO,16,13,1,
2017-10-07,Reason,EnVyUs Academy,12,16,2,
2017-10-07,TeamOne,Dynasty,16,11,1,
2017-10-07,TeamOne,Dynasty,16,9,1,
2017-10-07,GODSENT,Heroic,16,4,1,
2017-10-07,Natus Vincere,mousesports,11,16,2,
2017-10-07,Sharks,AlienTech,16,9,1,
2017-10-07,Sharks,AlienTech,19,17,1,
2017-10-07,Virtus.pro,Envy,4,16,2,
2017-10-07,fnatic,Astralis,16,4,1,
2017-10-06,NASR,BOOT-d[S],16,12,1,
2017-10-06,AGO,EURONICS,16,1,1,
2017-10-06,SCARZ Absolute,Number,16,5,1,
2017-10-06,Tricked,AGO,4,16,2,
2017-10-06,MK,EURONICS,9,16,2,
2017-10-06,Vega Squadron,AVANGAR,11,16,2,
2017-10-06,Vega Squadron,AVANGAR,8,16,2,
2017-10-06,MK,EURONICS,16,3,1,
2017-10-06,MK,EURONICS,16,7,1,
2017-10-06,Flash,WG,16,1,1,
2017-10-06,MK,Tricked,12,16,2,
2017-10-06,Cloud9,Rogue,19,15,1,
2017-10-06,Complexity,Splyce,3,16,2,
2017-10-06,ANTI ECO,Denial,8,16,2,
2017-10-06,SK,NRG,16,11,1,
2017-10-06,Naventic,Adaptation,1,16,2,
2017-10-06,Nitrious,Ambition,16,9,1,
2017-10-06,Rise Nation,GX,6,16,2,
2017-10-06,Splyce,Complexity,8,16,2,
2017-10-06,Muffin Lightning,CheckSix,16,2,1,
2017-10-06,NRG,SK,16,9,1,
2017-10-06,CheckSix,Torqued,16,19,2,
2017-10-06,Rogue,Cloud9,14,16,2,
2017-10-06,Energy,Limitless,16,14,1,
2017-10-06,Energy,Limitless,16,10,1,
2017-10-06,BOOT-d[S],NASR,18,22,2,
2017-10-06,FaZe,Heroic,16,7,1,
2017-10-06,FaZe,Astralis,16,14,1,
2017-10-06,fnatic,HellRaisers,10,16,2,
2017-10-06,Astralis,FaZe,19,15,1,
2017-10-06,Endpoint,exceL,16,7,1,
2017-10-06,Endpoint,exceL,19,15,1,
2017-10-06,AVANGAR,North Academy,12,16,2,
2017-10-06,AVANGAR,North Academy,16,14,1,
2017-10-06,AVANGAR,North Academy,14,16,2,
2017-10-06,Envy,GODSENT,16,13,1,
2017-10-06,Tricked,MK,12,16,2,
2017-10-06,Tricked,MK,16,4,1,
2017-10-06,Tricked,MK,16,8,1,
2017-10-06,mousesports,Heroic,13,16,2,
2017-10-06,Heroic,mousesports,12,16,2,
2017-10-06,exceL,Infused,16,10,1,
2017-10-06,G2,Natus Vincere,19,16,1,
2017-10-06,GODSENT,Envy,14,16,2,
2017-10-06,Heroic,FaZe,4,16,2,
2017-10-06,HellRaisers,fnatic,17,19,2,
2017-10-06,Natus Vincere,G2,14,16,2,
2017-10-06,exceL,Infused,16,6,1,
2017-10-06,exceL,Infused,17,19,2,
2017-10-06,forZe,Spirit,7,16,2,
2017-10-06,forZe,Spirit,11,16,2,
2017-10-05,North Academy,Singularity,14,16,2,
2017-10-05,FaZe,NiP,16,6,1,
2017-10-05,5POWER,rTE,16,4,1,
2017-10-05,HAVU,VITALIS,16,13,1,
2017-10-05,HAVU,VITALIS,16,10,1,
2017-10-05,HAVU,VITALIS,10,16,2,
2017-10-05,Heroic,HellRaisers,12,16,2,
2017-10-05,Heroic,HellRaisers,9,16,2,
2017-10-05,Singularity,ALTERNATE aTTaX,16,6,1,
2017-10-05,FaZe,NiP,16,5,1,
2017-10-05,Space Soldiers,Kinguin,16,5,1,
2017-10-05,Space Soldiers,Kinguin,13,16,2,
2017-10-05,Space Soldiers,Kinguin,16,14,1,
2017-10-05,FaZe,HellRaisers,10,16,2,
2017-10-05,Vega Squadron,Spirit,16,6,1,
2017-10-05,Vega Squadron,Spirit,14,16,2,
2017-10-05,Legacy,Tainted Minds,7,16,2,
2017-10-05,Flash,Aerowolf,16,4,1,
2017-10-05,SK,Cloud9,16,11,1,
2017-10-05,Grayhound,seadoggs,16,9,1,
2017-10-05,Tainted Minds,Legacy,16,19,2,
2017-10-05,Luminosity,OpTic,5,16,2,
2017-10-05,OpTic,Luminosity,9,16,2,
2017-10-05,LFAO,Denial,8,16,2,
2017-10-05,Morior Invictus,Iceberg,16,8,1,
2017-10-05,Rise Nation,Ambition,16,10,1,
2017-10-05,North,Astralis,10,16,2,
2017-10-05,Liquid,Rogue,16,8,1,
2017-10-05,SoaR,Muffin Lightning,16,3,1,
2017-10-05,Mythic,subtLe,16,5,1,
2017-10-05,Cloud9,SK,9,16,2,
2017-10-05,Rogue,Liquid,8,16,2,
2017-10-05,Torqued,Gale Force,8,16,2,
2017-10-05,Chiefs,SYF,16,5,1,
2017-10-05,AVANT,Dark Sided,11,16,2,
2017-10-05,Conspiracy,Corvidae,16,14,1,
2017-10-05,Vega Squadron,Spirit,16,11,1,
2017-10-05,Nemiga,ex-Outlaws,16,13,1,
2017-10-05,Seed,Japaleno,8,16,2,
2017-10-05,Cloud9,Liquid,13,16,2,
2017-10-05,TEAM5,PRIDE,9,16,2,
2017-10-05,G2,LDLC,17,19,2,
2017-10-05,mousesports,NiP,6,16,2,
2017-10-05,LDLC,G2,5,16,2,
2017-10-05,ALTERNATE aTTaX,North Academy,7,16,2,
2017-10-05,ALTERNATE aTTaX,North Academy,13,16,2,
2017-10-05,Cloud9,Liquid,11,16,2,
2017-10-05,Binary Dragons,Nexus,13,16,2,
2017-10-05,Sherifi,Spirit,6,16,2,
2017-10-05,Binary Dragons,Nexus,17,19,2,
2017-10-05,Binary Dragons,Nexus,16,7,1,
2017-10-05,Nemiga,ex-Outlaws,3,16,2,
2017-10-05,Nemiga,ex-Outlaws,16,9,1,
2017-10-05,Method,Endpoint,12,16,2,
2017-10-05,Method,Endpoint,13,16,2,
2017-10-05,Seed,Japaleno,7,16,2,
2017-10-05,Sherifi,Spirit,13,16,2,
2017-10-05,Method,Endpoint,16,4,1,
2017-10-05,NiP,mousesports,2,16,2,
2017-10-05,HellRaisers,FaZe,16,12,1,
2017-10-05,forZe,1337HUANIA,10,16,2,
2017-10-05,Crowns,CHAOS,16,14,1,
2017-10-05,forZe,FlipSid3,16,10,1,
2017-10-05,forZe,FlipSid3,4,16,2,
2017-10-05,Binary Dragons,RESISTANCE,16,5,1,
2017-10-05,Binary Dragons,RESISTANCE,16,4,1,
2017-10-05,Astralis,North,16,10,1,
2017-10-05,forZe,FlipSid3,16,8,1,
2017-10-05,Fragsters,Crowns,16,12,1,
2017-10-05,GoodJob,ex-Outlaws,16,11,1,
2017-10-05,GoodJob,ex-Outlaws,14,16,2,
2017-10-05,OpTic,Luminosity,16,13,1,
2017-10-05,OpTic,Luminosity,16,8,1,
2017-10-05,GoodJob,ex-Outlaws,12,16,2,
2017-10-05,forZe,1337HUANIA,6,16,2,
2017-10-04,Space Soldiers,HAVU,9,16,2,
2017-10-04,Tainted Minds,Control,16,5,1,
2017-10-04,Legacy,SIN,12,16,2,
2017-10-04,seadoggs,Masterminds,16,13,1,
2017-10-04,Seed,Nemiga,12,16,2,
2017-10-04,pro100,VITALIS,15,19,2,
2017-10-04,pro100,VITALIS,6,16,2,
2017-10-04,Natus Vincere,AVANGAR,16,6,1,
2017-10-04,Space Soldiers,HAVU,5,16,2,
2017-10-04,Space Soldiers,HAVU,16,11,1,
2017-10-04,Natus Vincere,AVANGAR,9,16,2,
2017-10-04,Natus Vincere,AVANGAR,16,9,1,
2017-10-04,HellRaisers,NiP,4,16,2,
2017-10-04,Legacy,Athletico,16,11,1,
2017-10-04,HellRaisers,NiP,16,12,1,
2017-10-04,Funkd,Masterminds,22,19,1,
2017-10-04,Gale Force,Nitrious,16,9,1,
2017-10-04,Grayhound,Kings,4,16,2,
2017-10-04,Chiefs,SIN,19,17,1,
2017-10-04,Kings,Grayhound,16,12,1,
2017-10-04,Liquid,Complexity,13,16,2,
2017-10-04,subtLe,Naventic,16,12,1,
2017-10-04,Complexity,Liquid,22,25,2,
2017-10-04,CLG Academy,Gorilla Core,16,5,1,
2017-10-04,GX,Mostly Harmless,16,14,1,
2017-10-04,Adaptation,Beacon,10,16,2,
2017-10-04,Renegades,Misfits,25,22,1,
2017-10-04,Morior Invictus,Gale Force,9,16,2,
2017-10-04,SK,Splyce,16,19,2,
2017-10-04,Misfits,Renegades,7,16,2,
2017-10-04,Splyce,SK,0,16,2,
2017-10-04,Virtus.pro,1337HUANIA,16,9,1,
2017-10-04,HellRaisers,NiP,11,16,2,
2017-10-04,ARES,Envy,15,19,2,
2017-10-04,Quantum Bellator Fire,Spirit,6,16,2,
2017-10-04,pro100,AVANGAR,16,13,1,
2017-10-04,FaZe,North,12,16,2,
2017-10-04,NiP,LDLC,14,16,2,
2017-10-04,Ripple,Zonic,16,6,1,
2017-10-04,Ripple,Zonic,13,16,2,
2017-10-04,Ripple,Zonic,16,12,1,
2017-10-04,pro100,AVANGAR,11,16,2,
2017-10-04,pro100,AVANGAR,10,16,2,
2017-10-04,LDLC,Natus Vincere,10,16,2,
2017-10-04,North,FaZe,4,16,2,
2017-10-04,LDLC,NiP,19,17,1,
2017-10-04,KlikTech,Binary Dragons,4,16,2,
2017-10-04,Quantum Bellator Fire,Spirit,4,16,2,
2017-10-04,AVANGAR,Kinguin,9,16,2,
2017-10-04,AVANGAR,Kinguin,13,16,2,
2017-10-04,AGO,Epsilon,16,8,1,
2017-10-04,KlikTech,Binary Dragons,6,16,2,
2017-10-04,BIG,Astralis,6,16,2,
2017-10-04,Space Soldiers,Orion,16,4,1,
2017-10-04,Quantum Bellator Fire,Spirit,16,10,1,
2017-10-04,ARES,Envy,5,16,2,
2017-10-04,Natus Vincere,LDLC,16,14,1,
2017-10-04,Nemiga,Vega Squadron,6,16,2,
2017-10-04,Nemiga,Vega Squadron,19,17,1,
2017-10-04,Nemiga,Vega Squadron,11,16,2,
2017-10-04,Space Soldiers,Orion,16,9,1,
2017-10-04,Astralis,BIG,16,19,2,
2017-10-04,Japaleno,Crowns,22,19,1,
2017-10-04,Dignitas,mousesports,16,4,1,
2017-10-04,Dignitas,mousesports,16,13,1,
2017-10-04,Dignitas,mousesports,7,16,2,
2017-10-04,TEAM5,CHAOS,14,16,2,
2017-10-03,Space Soldiers,AVANGAR,16,6,1,
2017-10-03,EURONICS,GameAgents,16,4,1,
2017-10-03,Heroic,FaZe,3,16,2,
2017-10-03,Heroic,FaZe,6,16,2,
2017-10-03,Space Soldiers,AVANGAR,16,13,1,
2017-10-03,Space Soldiers,AVANGAR,11,16,2,
2017-10-03,Astralis,LDLC,16,11,1,
2017-10-03,PRIDE,MK,16,10,1,
2017-10-03,PRIDE,MK,16,8,1,
2017-10-03,AGO,HellRaisers,16,7,1,
2017-10-03,AGO,HellRaisers,16,13,1,
2017-10-03,G2,Envy,9,16,2,
2017-10-03,5POWER,SCARZ Absolute,16,3,1,
2017-10-03,EURONICS,GameAgents,16,12,1,
2017-10-03,Gale Force,ANTI ECO,16,8,1,
2017-10-03,Chiefs,Athletico,2,16,2,
2017-10-03,Kings,Corvidae,16,13,1,
2017-10-03,Tainted Minds,Grayhound,16,13,1,
2017-10-03,Athletico,Chiefs,11,16,2,
2017-10-03,Renegades,OpTic,16,14,1,
2017-10-03,Renegades,OpTic,10,16,2,
2017-10-03,Renegades,OpTic,11,16,2,
2017-10-03,Good People,CLG Academy,5,16,2,
2017-10-03,OpTic,NRG,9,16,2,
2017-10-03,OpTic,NRG,16,8,1,
2017-10-03,OpTic,NRG,16,10,1,
2017-10-03,Renegades,CLG,16,1,1,
2017-10-03,Renegades,CLG,16,10,1,
2017-10-03,Japaleno,CHAOS,14,16,2,
2017-10-03,ALTERNATE aTTaX,1337HUANIA,11,16,2,
2017-10-03,Squared,Locastic,14,16,2,
2017-10-03,Quantum Bellator Fire,BX3,16,4,1,
2017-10-03,NiP,fnatic,16,4,1,
2017-10-03,LDLC,Astralis,3,16,2,
2017-10-03,RESISTANCE,proWince,9,16,2,
2017-10-03,RESISTANCE,proWince,16,8,1,
2017-10-03,Liquid,OpTic,16,13,1,
2017-10-03,Liquid,OpTic,16,11,1,
2017-10-03,BIG,mousesports,7,16,2,
2017-10-03,Orion,Royal Bandits,19,17,1,
2017-10-03,Orion,Royal Bandits,5,16,2,
2017-10-03,HAVU,Heroic,12,16,2,
2017-10-03,HAVU,Heroic,16,11,1,
2017-10-03,HAVU,Heroic,16,10,1,
2017-10-03,Space Soldiers,Envy,16,10,1,
2017-10-03,Space Soldiers,Envy,16,10,1,
2017-10-03,Orion,Royal Bandits,19,16,1,
2017-10-03,mousesports,BIG,22,20,1,
2017-10-03,ex-Outlaws,North Academy,13,16,2,
2017-10-03,Envy,G2,16,13,1,
2017-10-03,Squared,Locastic,16,12,1,
2017-10-03,Spirit Academy,eSuba,12,16,2,
2017-10-03,Spirit Academy,eSuba,11,16,2,
2017-10-03,FlipSid3,Epsilon,17,19,2,
2017-10-03,Endpoint,AGO,6,16,2,
2017-10-03,ex-Outlaws,North Academy,7,16,2,
2017-10-03,1337HUANIA,Epsilon,9,16,2,
2017-10-03,fnatic,NiP,17,19,2,
2017-10-03,Squared,Locastic,16,14,1,
2017-10-03,RESISTANCE,proWince,16,8,1,
2017-10-02,North,Envy,9,16,2,
2017-10-02,Envy,fnatic,16,10,1,
2017-10-02,Envy,fnatic,19,16,1,
2017-10-02,LDLC,Natus Vincere,16,13,1,
2017-10-02,LDLC,Natus Vincere,16,11,1,
2017-10-02,LDLC,Natus Vincere,14,16,2,
2017-10-02,MK,RESISTANCE,16,10,1,
2017-10-02,North,Envy,16,5,1,
2017-10-02,North,Envy,6,16,2,
2017-10-02,mousesports,LDLC,16,3,1,
2017-10-02,mousesports,LDLC,16,4,1,
2017-10-02,mousesports,LDLC,5,16,2,
2017-10-02,mousesports,BIG,16,4,1,
2017-10-02,Tainted Minds,Grayhound,16,13,1,
2017-10-02,SoaR,CLG Academy,16,11,1,
2017-10-02,mousesports,BIG,16,2,1,
2017-10-02,New4,Number,16,6,1,
2017-10-02,North,ex-Outlaws,16,5,1,
2017-10-02,North,ex-Outlaws,16,5,1,
2017-10-02,Grayhound,Tainted Minds,9,16,2,
2017-10-02,Athletico,Chiefs,14,16,2,
2017-10-02,New4,rTE,16,7,1,
2017-10-02,Chiefs,Athletico,16,6,1,
2017-10-02,Renegades,Misfits,11,16,2,
2017-10-02,Renegades,Misfits,2,16,2,
2017-10-02,OpTic,Misfits,19,15,1,
2017-10-02,OpTic,Misfits,5,16,2,
2017-10-02,OpTic,Misfits,19,22,2,
2017-10-02,Nemiga,Fragsters,10,16,2,
2017-10-02,MK,RESISTANCE,16,4,1,
2017-10-02,Kinguin,HAVU,13,16,2,
2017-10-02,Nemiga,Fragsters,16,9,1,
2017-10-02,Renegades,Luminosity,16,8,1,
2017-10-02,NiP,Space Soldiers,19,15,1,
2017-10-02,NiP,Space Soldiers,12,16,2,
2017-10-02,NiP,Space Soldiers,16,12,1,
2017-10-02,Misfits,NRG,19,22,2,
2017-10-02,Nemiga,Fragsters,4,16,2,
2017-10-02,Tempo Storm,CLG,16,4,1,
2017-10-02,Tempo Storm,CLG,3,16,2,
2017-10-02,Tempo Storm,CLG,11,16,2,
2017-10-02,EPG,Sherifi,12,16,2,
2017-10-02,EPG,Sherifi,19,15,1,
2017-10-02,EPG,Sherifi,4,16,2,
2017-10-02,Fragsters,MK,11,16,2,
2017-10-02,Renegades,Luminosity,16,9,1,
2017-10-02,Misfits,NRG,5,16,2,
2017-10-02,OpTic,Torqued,16,9,1,
2017-10-02,Envy,mousesports,16,14,1,
2017-10-02,OpTic,Torqued,16,5,1,
2017-10-02,Kinguin,HAVU,11,16,2,
2017-10-02,FlipSid3,AVANGAR,4,16,2,
2017-10-02,FlipSid3,AVANGAR,16,14,1,
2017-10-02,FlipSid3,AVANGAR,11,16,2,
